genre,movie_name,cast,director,TMDB_Genre,Vote_Average,Vote_Count
"Drama, Horror",Purana Mandir,"Mohnish Behl, Arti Gupta, Puneet Issar, Sadashiv Amrapurkar","Shyam Ramsay, Tulsi Ramsay",Horror,5.6,10.0
"Crime, Drama, Thriller",Dushman,"Kajol, Sanjay Dutt, Ashutosh Rana, Jas Arora",Tanuja Chandra,,10.0,1.0
"Comedy, Drama, Fantasy",Phillauri,"Anushka Sharma, Diljit Dosanjh, Suraj Sharma, Mehreen Pirzada","Anshai Lal, Feroz Khan Bollybrothers","Fantasy, Comedy, Romance, Drama",6.306,31.0
"Action, Drama, Thriller",Aurangzeb,"Arjun Kapoor, Zara Khan, Prithviraj Sukumaran, Rishi Kapoor",Atul Sabharwal,"Thriller, Action, Drama",6.3,21.0
"Action, Crime, Drama",Right Yaaa Wrong,"Sunny Deol, Irrfan Khan, Isha Koppikar, Konkona Sen Sharma",Neeraj Pathak,"Thriller, Crime, Drama",4.5,4.0
"Drama, Thriller",Bhagwaan Dada,"Rajinikanth, Rakesh Roshan, Sridevi, Danny Denzongpa",J. Om Prakash,Action,1.0,1.0
Thriller,Raktneeti,"Rajeev Rana, Satish Bhat, Vishwash Chauhan, Upasna Haldar",Saki Shah,,,
"Action, Thriller",Vishwaroopam 2,"Kamal Haasan, Rahul Bose, Shekhar Kapur, Pooja Kumar",Kamal Haasan,"Action, Thriller",5.519,25.0
"Crime, Thriller",Love in a Taxi,"Raknil Avro, Tanima Bhattacharya, Erixnil, Karan Maan",Rupesh Paul,"Drama, Romance",6.0,1.0
"Action, Crime, Thriller",Action Jackson,"Prabhas, Ajay Devgn, Yami Gautam, Shahid Kapoor",Prabhu Deva,"Action, Comedy",5.513,227.0
Comedy,Atithi Tum Kab Jaoge?,"Ajay Devgn, Konkona Sen Sharma, Paresh Rawal, Satish Kaushik",Ashwani Dhir,Comedy,6.167,45.0
"Drama, Romance",Purab Aur Pachhim,"Ashok Kumar, Saira Banu, Manoj Kumar, Pran Sikand",Manoj Kumar,Drama,4.6,7.0
"Drama, Romance",Sparsh,"Shabana Azmi, Naseeruddin Shah, Sudha Chopra, Mohan Gokhale",Sai Paranjape,,0.0,0.0
"Drama, Romance",Kya Kehna,"Preity G Zinta, Saif Ali Khan, Chandrachur Singh, Anupam Kher",Kundan Shah,"Drama, Romance",5.667,19.0
Comedy,Navra Mazha Navsacha,"Sachin Pilgaonkar, Supriya Pilgaonkar, Ashok Saraf, Anand Abhyankar",Sachin Pilgaonkar,,0.0,0.0
"Comedy, Drama",Welcome to New York,"Sonakshi Sinha, Diljit Dosanjh, Karan Johar, Lara Dutta","Chakri Toleti, Richard Harris, Jasmine Kaur",Drama,5.2,122.0
Drama,Chann Pardesee,"Raj Babbar, Rama Vij, Kulbhushan Kharbanda, Amrish Puri",Chitraarth,,9.5,2.0
"Action, Comedy, Drama",Suhaag,"Shashi Kapoor, Amitabh Bachchan, Rekha, Parveen Babi",Manmohan Desai,,5.3,10.0
"Action, Drama",Annamalai,"Rajinikanth, Sarath Babu, Kushboo, Radha Ravi",Suresh Krishna,"Drama, Romance",7.4,26.0
Drama,Saaransh,"Anupam Kher, Rohini Hattangadi, Soni Razdan, Madan Jain",Mahesh Bhatt,Drama,6.75,12.0
Comedy,All India Rank,"Shashi Bhushan, Sheeba Chaddha, Bodhisattva Sharma, Geeta Agrawal Sharma",Varun Grover,"Drama, Comedy",6.0,4.0
"Drama, Family, Romance",Silsila,"Amitabh Bachchan, Rekha, Jaya Bachchan, Shashi Kapoor",Yash Chopra,"Drama, Romance",6.25,12.0
"Comedy, Drama, Fantasy",Great Grand Masti,"Urvashi Rautela, Riteish Deshmukh, Vivek Oberoi, Aftab Shivdasani",Indra Kumar,"Comedy, Fantasy, Horror",4.0,38.0
"Horror, Romance, Thriller",100 Days,"Jackie Shroff, Madhuri Dixit, Jaaved Jaaferi, Laxmikant Berde",Partho Ghosh,"Romance, Thriller",5.5,8.0
Thriller,Sheela I Love You,"Jackie Shroff, Madhuri Dixit, Jaaved Jaaferi, Laxmikant Berde",Partho Ghosh,,,
Drama,Mr. & Mrs. Mahi,"Rajkummar Rao, Janhvi Kapoor, Abhishek Banerjee, Kumud Mishra",Sharan Sharma,"Drama, Romance",6.5,2.0
"Drama, Thriller",Road to Sangam,"Paresh Rawal, Om Puri, Pawan Malhotra, Jawed Sheikh",Amit Rai,Drama,7.0,3.0
"Romance, Musical, Action",Suraj,"Vyjayanthimala, Rajendra Kumar Tuli, Ajit Khan, Gajanan Jagirdar",T. Prakash Rao,"Action, Drama",10.0,1.0
"Comedy, Drama, Romance",Honeymoon Travels Pvt. Ltd.,"Abhay Deol, Minissha Lamba, Boman Irani, Shabana Azmi",Reema Kagti,"Comedy, Drama, Romance",5.261,23.0
"Action, Crime, Drama",Jung,"Sanjay Dutt, Jackie Shroff, Aditya Pancholi, Raveena Tandon",Sanjay Gupta,"Drama, Action, Crime",7.0,2.0
"Action, Adventure, Drama",Raavan,"Abhishek Bachchan, Aishwarya Rai Bachchan, Govinda, Vikram",Mani Ratnam,"Drama, Family",0.0,0.0
"Drama, Thriller",City Lights,"Rajkummar Rao, Patralekhaa Paul, Manav Kaul, Khushboo Upadhyay",Hansal Mehta,"Comedy, Romance, Drama",8.287,2090.0
"Action, Drama, History",Kaala Patthar,"Amitabh Bachchan, Shashi Kapoor, Shatrughan Sinha, Rakhee Gulzar",Yash Chopra,"Drama, Action, Thriller",7.222,9.0
"Action, Thriller",Blank,"Sunny Deol, Karan Kapadia, Karanvir Sharma, Ishita Dutta",Behzad Khambata,"Action, Thriller",6.8,13.0
Comedy,Mitron,"Jackky Bhagnani, Kritika Kamra, Prateik Patil Babbar, Perlene Bhersaina",Nitin Kakkar,"Romance, Comedy, Family",6.2,9.0
"Comedy, Horror",Mahakaal,"Karan Shah, Archana Puran Singh, Johny Lever, Mayur Verma","Shyam Ramsay, Tulsi Ramsay","Horror, Action, Comedy",5.7,7.0
"Adventure, Drama, Musical",Daku Ramkali,"Sapna Sappu, Jay Thakur, Rajesh Vivek, Joginder Shelly",Kanti Shah,,,
"Crime, Drama",Ajji,"Sushama Deshpande, Smita Tambe, Sharvani Suryavanshi, Abhishek Banerjee",Devashish Makhija,"Thriller, Crime",6.6,18.0
Mystery,Mudrank: The Stamp,"Kaluram Dhobale, Milind Gunaji, Ali Khan, Shahbaaz Khan",Shakir Shah,,,
"Action, Drama, Romance",Aarzoo,"Madhuri Dixit, Akshay Kumar, Saif Ali Khan, Paresh Rawal",Lawrence D'Souza,"Action, Music, Drama",5.909,11.0
"Comedy, Crime, Drama",Bluffmaster!,"Abhishek Bachchan, Priyanka Chopra Jonas, Riteish Deshmukh, Nana Patekar",Rohan Sippy,"Drama, Comedy, Romance",6.0,41.0
Comedy,Oh Darling Yeh Hai India,"Shah Rukh Khan, Deepa Sahi, Jaaved Jaaferi, Anupam Kher",Ketan Mehta,Comedy,4.833,15.0
"Animation, Action, Adventure",Ramayana: The Epic,"Manoj Bajpayee, Juhi Chawla, Ashutosh Rana, Mukesh Rishi",Chetan Desai,"Animation, Action, Adventure",5.8,6.0
"Biography, Drama, History",Mangal Pandey: The Rising,"Aamir Khan, Rani Mukerji, Toby Stephens, Coral Beed",Ketan Mehta,"Drama, History",6.2,60.0
Drama,The Journey of Karma,"Raknil Avro, Shakti Kapoor, Poonam Pandey, Gauri Shankar",Jagbir Dahiya,Drama,2.0,1.0
"Horror, Mystery, Romance",Raaz Reboot,"Emraan Hashmi, Kriti Kharbanda, Suzanna Mukherjee, Gaurav Arora",Vikram Bhatt,Horror,4.109,23.0
"Comedy, Drama",Dhanak,"Hetal Gada, Krrish Chhabria, Vipin Sharma, Gulfam Khan",Nagesh Kukunoor,"Drama, Comedy",7.4,45.0
"Animation, Action, Adventure",Bhoot and Friends,"Jackie Shroff, Markand Soni, Akash Nair, Ishita Panchal",Karanjeet Saluja,"Drama, Action, Adventure, Horror",5.2,3.0
"Comedy, Drama",Saajan Chale Sasural,"Govinda, Karisma Kapoor, Tabu, Shakti Kapoor",David Dhawan,"Comedy, Romance",6.333,9.0
"Horror, Mystery",Sssshhh...,"Tanishaa Mukerji, Dino Morea, Karann Nathh, Gaurav Kapoor",Pavan Kaul,"Thriller, Horror",4.25,6.0
"Action, Drama",Haathi Mere Saathi,"Bhuvan Arora, Sheeba Chaddha, Rana Daggubati, Rajesh Dubeay",Prabu Solomon,Drama,4.625,4.0
Comedy,The Shaukeens,"Akshay Kumar, Lisa Haydon, Anupam Kher, Rajni Basumatary",Abhishek Sharma,Comedy,4.525,20.0
"Drama, Family, Musical",Kati Patang,"Rajesh Khanna, Asha Parekh, Prem Chopra, Bindu Desai",Shakti Samanta,Drama,6.0,5.0
Thriller,Ulajh,"Janhvi Kapoor, Gulshan Devaiah, Rajesh Tailang, Roshan Mathew",Sudhanshu Saria,,0.0,0.0
"Comedy, Drama, Family",I Am Kalam,"Gulshan Grover, Harsh Mayar, Pitobash, Hussan Saad",Nila Madhab Panda,"Comedy, Drama, Family",7.3,26.0
"Drama, Musical, Romance",Hum Dono,"Dev Anand, Nanda Karnataki, Sadhana Shivdasani, Lalita Pawar",Amarjeet,"Comedy, Romance, Music",0.0,0.0
"Crime, Drama, Romance",Jannat: In Search of Heaven...,"Emraan Hashmi, Sonal Chauhan, Swatantra Bharat, Armen Greyg",Kunal Deshmukh,"Crime, Drama, Romance",6.071,35.0
"Action, Romance",Jeet,"Sunny Deol, Karisma Kapoor, Salman Khan, Tabu",Raj Kanwar,,5.0,1.0
"Action, Comedy, Drama",Mard,"Amitabh Bachchan, Amrita Singh, Nirupa Roy, Dara Singh Randhawa",Manmohan Desai,"Action, Drama, History",6.0,15.0
"Drama, Romance",Half Girlfriend,"Shraddha Kapoor, Vikrant Massey, Arjun Kapoor, Shriidhar Dubey",Mohit Suri,"Romance, Drama",6.368,72.0
"Drama, Romance",Jalebi,"Rhea Chakraborty, Varun Mitra, Digangana Suryavanshi, Poorti Arya","Pushpdeep Bhardwaj, Lal Mohan",Drama,0.0,0.0
"Action, Crime, Thriller",Thupparivaalan,"Vishal, Simran, Prasanna, Vinay Rai",Mysskin,"Action, Crime, Thriller",7.222,44.0
Drama,Pyar Ka Karz,"Dharmendra, Meenakshi Sheshadri, Mithun Chakraborty, Neelam Kothari",K. Bapaiah,"Action, Comedy, Drama",5.8,3.0
"Biography, Drama, Sport",Saina,"Mukesh Agrohari, Olga Anand, Rohan Apte, Amit Ashar",Amole Gupte,Drama,6.3,6.0
"Comedy, Drama",Virgin Bhanupriya,"Urvashi Rautela, Gautam Gulati, Rajiv Gupta, Archana Puran Singh",Ajay Lohan,"Comedy, Drama",0.0,0.0
"Crime, Drama, Mystery",Halahal,"Barun Sobti, Sachin Khedekar, Purnendu Bhattacharya, Manu Rishi Chadha",Randeep Jha,"Mystery, Drama",6.3,6.0
Romance,Maid for each other,"Lavina Khanchandani, Bhupender Singh Rawat, Annu Sharma, Swagger Sharma",Swagger Sharma,"Comedy, Crime",5.0,3.0
"Action, Drama",Stalin,"Chiranjeevi, Trisha Krishnan, Prakash Raj, Sharada",A.R. Murugadoss,"Drama, History, War, TV Movie",5.294,33.0
"Action, Crime, Drama",Dus,"Sanjay Dutt, Suniel Shetty, Abhishek Bachchan, Zayed Khan",Anubhav Sinha,"Action, Crime, Thriller",5.257,37.0
Drama,Om Dar-B-Dar,"Anita Kanwar, Gopi Desai, Lalit Tiwari, Lakshminarayan Shastri",Kamal Swaroop,"Drama, Fantasy, Comedy",6.8,10.0
"Drama, Romance",Mann,"Aamir Khan, Manisha Koirala, Sharmila Tagore, Deepti Bhatnagar",Indra Kumar,,0.0,0.0
Drama,3rd October,"Moin Khan, Hiten Tejwani, Sneha Ullal, Kanchi Singh",Vineet Jha,"Music, Documentary",0.0,0.0
"Drama, Family, Romance",Baabul,"Amitabh Bachchan, Salman Khan, Hema Malini, John Abraham",Ravi Chopra,"Drama, Romance, Family",6.2,30.0
"Action, Drama, Musical",Roti Kapada Aur Makaan,"Manoj Kumar, Shashi Kapoor, Zeenat Aman, Moushumi Chatterjee",Manoj Kumar,,6.4,5.0
"Horror, Mystery",Dobaara: See Your Evil,"Adil Hussain, Huma Qureshi, Madalina Bellariu Ion, Lisa Ray",Prawaal Raman,Horror,4.7,3.0
"Drama, Romance, Thriller",Hawas,"Shawar Ali, Meghna Naidu, Tarun Arora, Mukesh Tiwari",Karan Razdan,"Romance, Thriller",3.4,7.0
"Action, Crime",Fateh,"Sonu Sood, Jacqueline Fernandez, Vijay Raaz, Dibyendu Bhattacharya",Vaibhav Misra,"Action, Crime",0.0,0.0
Action,Zakhmi Sipahi,"Vikas Anand, Mithun Chakraborty, Puneet Issar, Goga Kapoor",T.L.V. Prasad,Action,0.0,0.0
"Comedy, Romance",Happy Ending,"Saif Ali Khan, Ileana D'Cruz, Kalki Koechlin, Ranvir Shorey","Krishna D.K., Raj Nidimoru","Romance, Comedy",5.886,70.0
"Action, Drama, Thriller",Japan,"Sunil, Karthi, Anu Emmanuel, Rajesh Aggarwal",Raju Murugan,"Romance, Drama",7.5,4.0
"Action, Comedy, Crime",Gunda,"Mithun Chakraborty, Mukesh Rishi, Mohan Joshi, Shakti Kapoor",Kanti Shah,Documentary,7.0,41.0
"Crime, Drama",Nishant,"Girish Karnad, Shabana Azmi, Anant Nag, Amrish Puri",Shyam Benegal,"Drama, Crime",7.0,13.0
"Drama, Horror",The Past,"Sonia Albizuri, Samiksha Bhatt, Navid Mirzaaghazadeh, Yuvraaj Parashar",Gagan Puri,"Crime, Romance, Thriller",7.593,560.0
"Action, Drama",Army,"Sridevi, Shah Rukh Khan, Harish, Mohnish Behl",Raam Shetty,"War, History, Thriller",8.0,603.0
Drama,Dvand: The Internal Conflict,"Ishtiyak Khan, Istiyak Khan, Vikram Kochhar, Sanjay Mishra",Ishtiyak Khan,Drama,0.0,0.0
Comedy,Dulhe Raja,"Govinda, Raveena Tandon, Kader Khan, Prem Chopra",Harmesh Malhotra,"Comedy, Romance",0.0,0.0
"Drama, Mystery, Thriller",Irada,"Naseeruddin Shah, Arshad Warsi, Divya Dutta, Sharad Kelkar",Aparnaa Singh,Thriller,7.0,15.0
Drama,Jaggu Ki Lalten,"Rambir Aryam, Aakriti Bharti, Rajendra Bhatia, Biren Dang",Vipin Kapoor,,0.0,0.0
"Drama, Musical, Romance",Blackmail,"Dharmendra, Rakhee Gulzar, Shatrughan Sinha, Madan Puri",Vijay Anand,"Drama, Thriller, Crime",6.5,226.0
"Action, Comedy, Drama",Coolie,"Amitabh Bachchan, Waheeda Rehman, Rishi Kapoor, Rati Agnihotri","Manmohan Desai, Prayag Raj","Action, Drama",5.5,2.0
"Comedy, Drama, Romance",Dedh Ishqiya,"Huma Qureshi, Madhuri Dixit, Naseeruddin Shah, Arshad Warsi",Abhishek Chaubey,"Comedy, Drama, Romance",6.5,38.0
"Action, Drama",VD18,"Wamiqa Gabbi, Keerthy Suresh, Varun Dhawan",Kalees,"Action, Drama",0.0,0.0
"Biography, Drama",Ek Doctor Ki Maut,"Shabana Azmi, Pankaj Kapur, Irrfan Khan, Deepa Sahi",Tapan Sinha,Drama,5.5,10.0
"Action, Adventure, Comedy",Ram Gopal Varma Ki Aag,"Amitabh Bachchan, Mohanlal, Ajay Devgn, Vinod Jaywant",Ram Gopal Varma,"Action, Comedy, Crime",2.0,26.0
"Drama, Musical",Yeh Ballet,"Julian Sands, Sarah Jane Dias, Jim Sarbh, Mihir Ahuja",Sooni Taraporevala,Drama,7.5,19.0
Drama,Namak Haraam,"Rajesh Khanna, Amitabh Bachchan, Simi Garewal, Rekha",Hrishikesh Mukherjee,"Drama, Action",6.2,15.0
"Biography, Drama, Romance",Woh Lamhe ...,"Kangana Ranaut, Shiney Ahuja, Shaad Randhawa, Purab Kohli",Mohit Suri,"Drama, Romance",5.4,7.0
"Comedy, Drama",Mandi,"Shabana Azmi, Smita Patil, Naseeruddin Shah, Amrish Puri",Shyam Benegal,,0.0,0.0
"Action, Drama, Musical",Naya Daur,"Dilip Kumar, Vyjayanthimala, Ajit Khan, Chand Usmani",B.R. Chopra,Drama,7.5,2.0
"Action, Comedy, War",Welcome to Karachi,"Arshad Warsi, Jackky Bhagnani, Lauren Gottlieb, Dalip Tahil",Ashish R. Mohan,Comedy,3.4,4.0
Drama,No Land's Man,"Nawazuddin Siddiqui, Eisha Chopra, Vikram Kochhar, Tahsan",Mostofa Sarwar Farooki,"Crime, Mystery, Romance",10.0,1.0
"Action, Drama, War",1971,"Manoj Bajpayee, Ravi Kishan, Deepak Dobriyal, Kumud Mishra",Amrit Sagar,"Documentary, History",6.7,13.0
"Action, Crime, Drama",Saheb Biwi Aur Gangster 3,"Sanjay Dutt, Jimmy Shergill, Mahie Gill, Chitrangda Singh",Tigmanshu Dhulia,"Action, Drama, Thriller",6.2,4.0
"Biography, Drama",Hawaizaada,"Naman Jain, Mithun Chakraborty, Samir Chandra, Kanishka Singh Deo",Vibhu Puri,"Drama, Fantasy, History",5.4,14.0
"Comedy, Drama",Tumhari Sulu,"Vidya Balan, Manav Kaul, Neha Dhupia, Vijay Maurya",Suresh Triveni,"Comedy, Drama",6.366,41.0
"Action, Drama, Romance",Prem,"Sanjay Kapoor, Tabu, Deepak Tijori, Dalip Tahil",Satish Kaushik,,3.0,2.0
"Fantasy, Mystery, Romance",Dangerous Ishhq,"Karisma Kapoor, Rajneesh Duggal, Divya Dutta, Jimmy Shergill",Vikram Bhatt,"Thriller, Romance",4.0,12.0
"Action, Drama, Romance",Ajay,"Sunny Deol, Karisma Kapoor, Reena Roy, Kiran Kumar",Suneel Darshan,,4.75,2.0
"Comedy, Drama, Romance",Shuddh Desi Romance,"Sushant Singh Rajput, Parineeti Chopra, Rishi Kapoor, Vaani Kapoor",Maneesh Sharma,"Drama, Romance",5.7,59.0
"Action, Crime, Drama",Aakhree Raasta,"Amitabh Bachchan, Sridevi, Jaya Prada, Om Shivpuri",Bhagyaraj,"Crime, Action, Drama",6.583,12.0
"Comedy, Romance",Mubarakan,"Anil Kapoor, Arjun Kapoor, Ileana D'Cruz, Athiya Shetty",Anees Bazmee,"Comedy, Drama",6.3,41.0
"Action, Musical, Romance",Police Aur Mujrim,"Raaj Kumar, Vinod Khanna, Meenakshi Sheshadri, Avinash Wadhawan",K.C. Bokadia,,0.0,0.0
"Action, Crime, Drama",Jazbaa,"Aishwarya Rai Bachchan, Irrfan Khan, Shabana Azmi, Jackie Shroff",Sanjay Gupta,"Thriller, Action",6.9,31.0
"Musical, Drama, Romance",Lucky: No Time for Love,"Salman Khan, Sneha Ullal, Mithun Chakraborty, Kader Khan","Radhika Rao, Vinay Sapru","Drama, Romance",4.9,25.0
"Action, Adventure, Drama",Ankhen,"Mala Sinha, Dharmendra, Kumkum, Sujit Kumar",Ramanand Sagar,Drama,0.0,0.0
"Action, Drama, Family",Mashaal,"Anil Kapoor, Dilip Kumar, Waheeda Rehman, Rati Agnihotri",Yash Chopra,Action,8.083,6.0
"Comedy, Drama, Family",Super Nani,"Rekha, Sharman Joshi, Randhir Kapoor, Anupam Kher",Indra Kumar,"Family, Drama",7.2,6.0
"Comedy, Drama",Dhoondte Reh Jaoge,"Paresh Rawal, Kunal Kemmu, Sonu Sood, Soha Ali Khan",Umesh Shukla,Comedy,4.583,7.0
"Action, Adventure, Thriller",Tahalka,"Dharmendra, Naseeruddin Shah, Mukesh Khanna, Aditya Pancholi",Anil Sharma,,6.625,4.0
"Comedy, Romance",Googly,"Yash, Kriti Kharbanda, Anant Nag, Sadhu Kokila",Pawan Wadeyar,,0.0,0.0
Drama,Swarg,"Rajesh Khanna, Govinda, Madhavi, Juhi Chawla",David Dhawan,Drama,6.25,10.0
"Comedy, Romance",Hadh Kar Di Aapne,"Govinda, Rani Mukerji, Johny Lever, Paresh Rawal",Manoj Agrawal,"Romance, Comedy",4.905,21.0
"Comedy, Drama, Romance",Mere Baap Pehle Aap,"Akshaye Khanna, Paresh Rawal, Genelia Deshmukh, Om Puri",Priyadarshan,"Romance, Comedy",4.9,27.0
"Action, Thriller",Amir Garib,"Dev Anand, Hema Malini, Premnath Malhotra, Ranjeet Bedi",Mohan Kumar,"Action, Drama",5.0,1.0
"Comedy, Crime, Drama",Long Live Brij Mohan,"Arjun Mathur, Nidhi Singh, Sheetal Thakur, Manav Vij",Nikhil Nagesh Bhat,,,
Drama,Meel patthar,"Mohinder Gujral, Pavitra Mattoo, Lakshvir Saran, Suvinder Vicky",Ivan Ayr,Drama,5.9,15.0
"Action, Crime, Drama",Hatya,"Govinda, Neelam Kothari, Raj Kiran, Anupam Kher",Kirti Kumar,"Drama, Action",6.333,3.0
"Biography, Drama",NTR: Kathanayakudu,"Nandamuri Balakrishna, Vidya Balan, Kaikala Satyanarayana, Nandamuri Kalyan Ram",Radha Krishna Jagarlamudi,Drama,4.8,13.0
"Action, Drama, Sport",Apne,"Dharmendra, Sunny Deol, Bobby Deol, Shilpa Shetty Kundra",Anil Sharma,Drama,6.068,22.0
"Drama, Mystery, Romance",Yeh Lamhe Judaai Ke,"Shah Rukh Khan, Raveena Tandon, Navneet Nishan, Avtar Gill","Pavan Kaul, Birendra Nath Tiwari","Drama, Romance, Mystery",7.3,6.0
"Action, Comedy, Crime",No Problem,"Anil Kapoor, Sanjay Dutt, Akshaye Khanna, Suniel Shetty",Anees Bazmee,Comedy,4.425,20.0
Action,Yudhra,"Siddhant Chaturvedi, Malavika Mohanan, Raghav Juyal, Ram Kapoor",Ravi Udyawar,"Action, Thriller, Romance",0.0,0.0
"Action, Romance",Baghavat,"Dharmendra, Hema Malini, Reena Roy, Amjad Khan",Ramanand Sagar,"Drama, History",0.0,0.0
"Action, Drama, History",Begum Jaan,"Amitabh Bachchan, Pallavi Sharda, Vidya Balan, Naseeruddin Shah",Srijit Mukherji,"Action, Drama, History",6.0,21.0
"Action, Adventure, Drama",Taarzan: The Wonder Car,"Ajay Devgn, Vatsal Sheth, Ayesha Takia, Farida Jalal","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Action, Romance",5.41,39.0
"Drama, Romance",Yaariyan,"Himansh Kohli, Rakul Preet Singh, Nicole Faria, Shreyas Porus Pardiwalla",Divya Khosla Kumar,"Drama, Romance",3.222,18.0
"Action, Biography, Drama",The Legend of Bhagat Singh,"Ajay Devgn, Sushant Singh, D. Santosh, Akhilendra Mishra",Rajkumar Santoshi,"Crime, Drama, History",6.92,56.0
"Drama, Family",Beyond the Clouds,"Ishaan Khattar, Malavika Mohanan, Goutam Ghose, Sharada",Majid Majidi,"Drama, Romance",6.2,117.0
"Comedy, Drama",Oops!,"Kiran Jhangiani, Vikas Sethi, Adyasha, Mink Singh",Deepak Tijori,"Horror, Drama",4.4,15.0
"Drama, Family, Sport",Hawaa Hawaai,"Makrand Deshpande, Partho A. Gupte, Devraya Gole, Neha Joshi",Amole Gupte,"Drama, Family",7.3,13.0
Drama,Ram Singh Charlie,"Kumud Mishra, Divya Dutta, Salima Raza, Farrukh Seyer",Nitin Kakkar,"Drama, Comedy",7.2,4.0
"Biography, Drama",Main Atal Hoon,"Pankaj Tripathi, Benedict Garrett, Harshad Kumar, Rajesh Dubeay",Ravi Jadhav,Drama,5.456,34.0
"Drama, Family",Taqdeer,"Bharat Bhushan, Shalini, Farida Jalal, Johnny Walker",A. Salaam,"Adventure, Drama",10.0,1.0
"Crime, Drama, Thriller",Simran,"Kangana Ranaut, Sohum Shah, Esha Tewari, Jason Louder",Hansal Mehta,"Drama, Crime, Thriller",4.9,22.0
"Comedy, Drama, Romance",Dulhan Hum Le Jayenge,"Salman Khan, Karisma Kapoor, Om Puri, Paresh Rawal",David Dhawan,"Comedy, Romance",5.586,29.0
Drama,Indian Never Again Nirbhaya,"Riecha Sharma, Dinesh Mehta, Gehana Vasisth, Bidisha Adhikari","Bidisha Adhikari, Kanchan Adhikari, Payal Kaashyap",,,
"Action, Crime, Romance",The Great Gambler,"Amitabh Bachchan, Zeenat Aman, Neetu Singh, Prem Chopra",Shakti Samanta,"Action, Crime, Romance, Thriller",4.688,8.0
Mystery,Chaar Lugaai,"Nidhi Uttam, Ayush Chaturvedi, Deepti Gautam, Mansi Jain",Prakash Saini,,,
Drama,Pinjar: Beyond Boundaries...,"Urmila Matondkar, Manoj Bajpayee, Sanjay Suri, Sandali Sinha",Chandra Prakash Dwivedi,"Drama, Romance, Music",7.6,10.0
"Crime, History, Thriller",200: Halla Ho,"Dipti Avlani, Saloni Batra, Apurva Choudhari, Sushama Deshpande","Sarthak Dasgupta, Alok Batra","Crime, Thriller",8.5,2.0
"Action, Adventure, Sci-Fi",Ayalaan,"Sivakarthikeyan, Rakul Preet Singh, Karunakaran, Bhanupriya",R. Ravikumar,"Science Fiction, Action, Adventure",5.2,6.0
"Action, Adventure, Comedy",Total Dhamaal,"Ajay Devgn, Anil Kapoor, Madhuri Dixit, Riteish Deshmukh",Indra Kumar,"Comedy, Adventure, Action",5.256,41.0
"Action, Adventure",Aayirathil Oruvan,"Karthi, Reema Sen, Andrea Jeremiah, Parthiban Radhakrishnan",K. Selvaraghavan,"Action, Adventure",6.6,39.0
"Drama, Romance",Fashion,"Priyanka Chopra Jonas, Kangana Ranaut, Mugdha Godse, Arbaaz Khan",Madhur Bhandarkar,"Drama, Romance",6.458,85.0
"Comedy, Romance",14 Phere,"Kriti Kharbanda, Vikrant Massey, Gauahar Khan, Vineet Kumar",Devanshu Singh,"Comedy, Romance, Drama",6.318,11.0
Drama,Yellow Bus,"Sam Akel, Mansoor Al-Fili, Kinda Alloush, Francesca Bizzarri",Wendy Bednarz,Drama,0.0,0.0
"Drama, Musical",Mere Sajana Saath Nibhana,"Mithun Chakraborty, Juhi Chawla, Shanti Priya, Prem Chopra",Rajesh Vakil,"Drama, Music",5.5,2.0
"Action, Drama, Sport",Torbaaz,"Sanjay Dutt, Nargis Fakhri, Rahul Dev, Kuwaarjeet Chopraa",Girish Malik,Drama,8.0,11.0
"Comedy, Romance",Ishq Vishk,"Shahid Kapoor, Amrita Rao, Shenaz Treasury, Vishal Malhotra",Ken Ghosh,"Romance, Drama",0.0,0.0
"Action, Drama, Thriller",Chakravyuh,"Manoj Bajpayee, Kabir Bedi, Om Puri, Arjun Rampal",Prakash Jha,Thriller,6.4,17.0
Horror,Darwaza,"Arun Mathur, Anil Nagrath, Amit Pachori, Sapna Sappu",Kanti Shah,Horror,5.0,1.0
"Comedy, Drama, Thriller",Kadakh,"Ranvir Shorey, Mansi Multani, Palomi Ghosh, Rajat Kapoor",Rajat Kapoor,"Thriller, Comedy, Crime, Drama",5.6,5.0
Thriller,Scorned,"Tanveer Hashmi, Pooja Joshi, Paras Randhawa, Shikha Sinha",Tanveer Hashmi,"Drama, Thriller",5.1,33.0
"Action, Drama",Ankush,"Nana Patekar, Rabia Amin, Gajanan Bangera, Kamini Bhatia",N. Chandra,,6.8,5.0
"Drama, History, Romance",Shikara,"Sadia Khateeb, Zain Khan Durrani, Priyanshu Chatterjee, Bhavna Chauhan",Vidhu Vinod Chopra,"Drama, Romance",4.3,6.0
"Comedy, Sport",Freaky Ali,"Nawazuddin Siddiqui, Arbaaz Khan, Amy Jackson, Asif Basra",Sohail Khan,"Comedy, Romance",5.526,19.0
"Action, Comedy, Romance",Ready,"Salman Khan, Asin Thottumkal, Paresh Rawal, Mahesh Manjrekar",Anees Bazmee,"Action, Comedy",5.017,87.0
"Drama, Mystery, Thriller",Do Patti,"Kajol, Kriti Sanon, Tanvi Azmi",Shashanka Chaturvedi,"Mystery, Thriller",0.0,0.0
"Drama, Sport",Iqbal,"Shreyas Talpade, Naseeruddin Shah, Shweta Basu Prasad, Yatin Karyekar",Nagesh Kukunoor,Drama,6.9,65.0
